,Title,Meta title,Meta description
460,"Convocado a depor, líder da Catalunha não deve ir a tribunal espanhol | Valor Econômico","Convocado a depor, líder da Catalunha não deve ir a tribunal espanhol","Informação foi transmitida pelo advogado do líder independentista catalão, Paul Bekaert"
461,"Especial - Origem do Tobby ≈  Charges.com.br, por Maurício Ricardo",Especial - Origem do Tobby,Conheça a origem do Tobby e suas primeiras aparições!
462,MST 'invade' Cemig para reivindicar luz em ocupações - Primeiro Plano - Home,MST 'invade' Cemig para reivindicar luz em ocupações,"A sede da Cemig em Belo Horizonte foi ocupada, na manhã desta quarta-feira (8), por dezenas de integrantes do Movimento dos Trabalhadores Rurais Sem..."
463,"Fora dos planos no Barcelona, Arda Turán pode ser negociado com o Galatasaray | Goal.com","Fora dos planos no Barcelona, Arda Turán pode ser negociado com o Galatasaray | Goal.com",Jogador ainda não entrou em campo com a camisa do clube espanhol nesta temporada
464,Bahia Notícias / Saúde / Notícia / Policlínica de Guanambi será entregue nesta sexta; 22 municípios serão beneficiados  - 20/11/2017,Policlínica de Guanambi será entregue nesta sexta; 22 municípios serão beneficiados ,"O governador Rui Costa inaugura, nesta sexta-feira (24), a Policlínica da região de Guanambi, no sudoeste, dando prosseguimento a uma série de entregas na área de saú"
465,10 famosos que eram péssimos alunos na escola - 13/11/2017 - UOL Estilo de vida,10 famosos que eram péssimos alunos na escola,"Embora não tenham tido uma trajetória escolar brilhante, por motivos que vão de problemas de saúde a preguiça e interesse zero no aprendizado, eles deram a volta por cima e conseguiram prestígio e reconheciment"
466,Quadrilha rouba 3 toneladas de dinamite em Salto de Pirapora (SP),Quadrilha rouba 3 toneladas de dinamite em Salto de Pirapora (SP),"Um bando armado invadiu a sede de uma mineradora na noite desta quinta-feira, 16, em Salto de Pirapora, interior de São Paulo, e roubou três..."
467,Mais notícias do Jogada: Seleção treina sem Diego e Coutinho - Jogada - Diário do Nordeste,Mais notícias do Jogada: Seleção treina sem Diego e Coutinho - Jogada - Diário do Nordeste,"Tudo sobre o esporte cearense, notícias, campeonatos e coberturas especiais sobre competições em Fortaleza e no Ceará, leia aqui"
468,"JustiÃ§a Ã© caminho para ter de volta
auxÃ­lio suspenso por alta programada - Economia - O Dia","JustiÃ§a Ã© caminho para ter de volta
auxÃ­lio suspenso por alta programada",DecisÃµes de instÃ¢ncias superiores determinam que o INSS faÃ§a nova perÃ­cia antes de cortar o benefÃ­cio
469, Operação tenta prender 16 PMs acusados de receber propina e vender armas a traficantes ,Operação tenta prender 16 PMs acusados de receber propina e vender armas a traficantes,"O Grupo de Atuação Especial de Combate ao Crime Organizado (Gaeco), do Ministério Público do Rio (MPRJ), a Corregedoria e a Coordenadoria de Inteligência da..."
470,"Verão em Salvador deve movimentar R$ 3,9 bi e atrair 2,4 mi de pessoas","Verão em Salvador deve movimentar R$ 3,9 bi e atrair 2,4 mi de pessoas","Em um anúncio promovido em São Paulo nesta quarta-feira, 29, a prefeitura de Salvador estimou que o turismo durante o verão de 2018 deverá..."
471,Conselho de Ética analisa pareceres de processos contra Wladimir Costa - Câmara Notícias - Portal da Câmara dos Deputados,Página sem meta title,Página sem meta description
472,Ministério Público quer nomeação de policiais civis  - Polícia - Diário do Nordeste,Ministério Público quer nomeação de policiais civis  - Polícia - Diário do Nordeste,"Análise e últimas notícias sobre violência (homicídio, latrocínio, estelionato, entre outros) em Fortaleza e Estado do Ceará, leia aqui"
473,'Call of Duty: WWII' é principal lançamento da semana; G1 comenta em VÍDEO | Games | G1,'Call of Duty: WWII' é principal lançamento da semana; G1 comenta em VÍDEO,"Série de games de tiro retorna à Segunda Guerra Mundial, onde começou, com trama no front europeu. Jogo tem versões para PS4, Xbox One e PCs."
474,Agricultura familiar: Câmara reduz limite de leite vendido ao governo | Canal Rural,Agricultura familiar: Câmara reduz limite de leite vendido ao governo,O relator do projeto diminuiu de 150 para 35 litros diários o limite mínimo; ele alega que a mudança acontece para não inviabilizar o programa
475,"Thaíde faz 30 anos de hip-hop no país onde ""o preconceito nunca vai acabar"" - 26/11/2017 - UOL Entretenimento","Thaíde faz 30 anos de hip-hop no país onde ""o preconceito nunca vai acabar""","Rapper, produtor, apresentador, compositor e ator, Thaíde está há 30 anos dentro da música e não larga o sampler de jeito nenhum. Um dos grandes nomes do hip-hop das antigas no Brasil, o cantor continua &quo"
476,LOROTAS POLÍTICAS & VERDADES EFÊMERAS: FINALMENTE! FIM DA ENGANAÇÃO: PROGRAMADOR INVADE URNAS ELETRÔNICAS NA CARA DO TSE,FINALMENTE! FIM DA ENGANAÇÃO: PROGRAMADOR INVADE URNAS ELETRÔNICAS NA CARA DO TSE,            FINALMENTE! FIM DA ENGANAÇÃO: Programador INVADE URNAS ELETRÔNICAS na CARA DO TSE     02 de dezembro de 2017       
477,Vergonha! Câmara de Rosário tem sua luz cortada por falta de pagamento,Vergonha! Câmara de Rosário tem sua luz cortada por falta de pagamento,"   A população de Rosário não tem representantes    A câmara de Rosário,  teve a luz cortada por falta de pagamento onde a CEMAR realizou o ..."
478,CRF-SP quer barrar graduações de Farmácia,CRF-SP quer barrar graduações de Farmácia,"Cinco dias após o Ministério da Educação (MEC) anunciar que vai suspender por cinco anos a abertura de cursos de Medicina no País, o Conselho..."
479,Desmoronamento de terra interdita parcialmente estrada Guará-Cunha | Vale do Paraíba e Região | G1,Desmoronamento de terra interdita parcialmente estrada Guará-Cunha ,"Uma barreira desmoronou na manhã desta quarta-feira (29). Agentes da policia auxiliam trânsito local por meio da operação ""pare e siga"". "
480,Boto amazônico é monitorado via satélite - Primeiro Plano - Home,Boto amazônico é monitorado via satélite,"Um projeto liderado por organizações não governamentais está monitorando via satélite botos em rios do Brasil, da Bolívia e da Colômbia. A iniciativa..."
481,"Três em cada dez brasileiros pretende comprar na Black Friday, revela pesquisa da Serasa  | Guias Web",Página sem meta title,Página sem meta description
482,Catarinense de 2018 não deve ter a disputa de semifinais e final - Esportes - Santa,Catarinense de 2018 não deve ter a disputa de semifinais e final,Confirmação foi dada à presidência da FCF em reunião nesta terça na CBF
483,Vouchers de Spa para o Natal - A Miúda dos Saltos Altos,A Miúda dos Saltos Altos: Vouchers de Spa para o Natal,data:blog.metaDescription
484,"USP terá alternativas de receita apenas no longo prazo, declara novo reitor - 15/11/2017 - Educação - Folha de S.Paulo ","USP terá alternativas de receita apenas no longo prazo, declara novo reitor","Nomeado pelo governador Geraldo Alckmin, o novo reitor da USP, professor e engenheiro Vahan Agopyan, 65, se diz otimista para os próximos quatro anos em que estará à frente da mais importante universidade do país. O ""risco do financiamento"" foi superado, segundo ele, apesar de o tema ser motivo de vigilância permanente."
485,Polícia prende homem armado de facão e revólver e evita homicídio em Itabira – Via Comercial,Polícia prende homem armado de facão e revólver e evita homicídio em Itabira,"Na tarde desta quinta-feira (09), por volta das 13h30, a Polícia Militar de Itabira recebeu denúncia de que um homem armado estava ameaçando uma pessoa no bairro Nova Vista. As notícias que chegaram a Polícia, davam conta de que um comerciante estava ameaçando o seu vizinho, em virtude de…"
486,Grécia: Homem é preso acusado de atentado contra ex-primeiro-ministro,Grécia: Homem é preso acusado de atentado contra ex-primeiro-ministro,Procuradores da Grécia dizem que um homem de 29 anos preso em Atenas foi acusado de tentativa de assassinato contra o ex-primeiro-ministro grego...
487,Os 7 princípios cooperativistas - Artigos - Negócios - Administradores.com,Os 7 princípios cooperativistas,"Os 7 princípios cooperativistas constituem a base, a essência e o diferencial de uma cooperativa, de qualquer ramo de atividade, em âmbito mundial."
488,Thiago Rodrigues despede-se da Globo para morar em Portugal,Thiago Rodrigues despede-se da Globo para morar em Portugal,O ator Thiago Rodrigues vai deixar a TV Globo depois de 15 anos de trabalho na emissora para se dedicar a outros projetos. Em uma publicação no...
489,"
	Correio do Povo | Notícias | Duas pessoas são presas em operação da Polícia Civil em Porto Alegre 
",Duas pessoas são presas em operação da Polícia Civil em Porto Alegre,Duas pessoas são presas em operação da Polícia Civil em Porto Alegre
490,"Blog do Mello: Escândalo por José Dirceu estar dançando no aniversário da namorada, e o filho da puta do Leminski","Escândalo por José Dirceu estar dançando no aniversário da namorada, e o filho da puta do Leminski","Blog politico, com critica da mídia e informação alternativa"
491,Blogueiro Rodrigo Pilha terá de indenizar Rodrigo Janot - Jornal Opção,Blogueiro Rodrigo Pilha terá de indenizar Rodrigo Janot - Jornal Opção,"Justiça decidiu que, como publicou informação falsa nas redes sociais, Rodrigo Cadermatori terá de pagar R$ 37.500 ao ex-procurador-geral da República"
492,"Independentistas catalães bloqueiam estradas e ferrovias - Mundo - Jornal de Santa Catarina - Jornal de Santa Catarina: notícias de Blumenau, Vale do Itajaí e SC",Independentistas catalães bloqueiam estradas e ferrovias,"Segurando cartazes e gritando ""liberdade"", os separatistas catal&atilde;es bloquearam nesta quarta-feira rodovias, estradas, ruas e ferrovias em protesto pela pr"
493,MUITO JAPÃO : AJUDA DAS PLACAS!・看板の日本語！,AJUDA DAS PLACAS!・看板の日本語！,     Esta é a foto de uma escada qualquer em uma estação qualquer de trem. Mas o que parece ser mais uma campanha publicitária de alguma loj...
494,Suspensão de novos cursos de medicina preocupa  Sindicato de universidades,Página sem meta title,Página sem meta description
495,"Dependentes de álcool têm inteligência emocional afetada, aponta estudo da USP | Ribeirão e Franca | G1","Dependentes de álcool têm inteligência emocional afetada, aponta estudo da USP","Pesquisa aponta que pessoas em tratamento para o alcoolismo apresentam dificuldade no reconhecimento de emoções. Característica impossibilita reações adequadas ao ambiente, diz pesquisadora."
496,A origem dos R$ 51 mi de Geddel | JORNAL O TEMPO,A origem dos R$ 51 mi de Geddel,"Segundo investigação, valor soma propinas vindas do PMDB, Odebrecht, Funaro e assessores"
497,A globalização e os países - Artigos - Campo Grande News,A globalização e os países,"Os homens se apegam ao poder desde longa data. A nobreza tinha os direitos sobre a terra. Com a ascensão do dinheiro e crédito, o capitalismo alcançou o comando. Comunistas e socialistas, ambos intervencionistas, também foram atrás do poder com a bandeira de defender os desprotegidos. A globalização tem seu valor e suas contribuições, mas jamais poderia se sobrepor aos legítimos interesses dos paí..."
498,Altamiro Borges: A falsa economia do governo Temer,A falsa economia do governo Temer,"mídia, sindicalismo, ditadura midiática, América Latina, política, economia, blogueiros, mídia alternativa, pig, propinoduto, Blog do Miro"
499,403 Forbidden,Página sem meta title,Página sem meta description
500,"
TJAM firma parceria com UEA e Defensoria Pública para atendimento jurídico à população | Blog do Pávulo
",TJAM firma parceria com UEA e Defensoria Pública para atendimento jurídico à população, O Tribunal de Justiça do Amazonas (TJAM) firmou parceria com a Universidade do Estado do Amazonas (UEA) e com a Defensoria Pública do Estad...
501,"   Ainda respira: Avaí faz belo jogo contra o Palmeiras, mas vai precisar vencer as duas últimas  : PolidoroJunior.com.br",Página sem meta title,Página sem meta description
502,TSE publica convocação de audiências públicas para as Eleições Gerais 2018 — Tribunal Superior Eleitoral,Página sem meta title,Página sem meta description
503,Poste cai e atinge carros estacionados na Federação,Poste cai e atinge carros estacionados na Federação,"Dois carros que estavam estacionados perto da entrada do Hospital Santo Amaro, na Federação, foram atingidos por um poste de telefonia na manhã..."
504,"
	Red Bull revela que tentou contratar Alonso às vésperas dos 'anos de ouro' na F1. Mas tempo de duração impediu acordo / Grande Prêmio
",Red Bull revela que tentou contratar Alonso às vésperas dos 'anos de ouro' na F1. Mas tempo de duração impediu acordo,Página sem meta description
505,"Itália: Justiça investiga irmão de mafioso que agrediu jornalista - Mundo - Jornal de Santa Catarina - Jornal de Santa Catarina: notícias de Blumenau, Vale do Itajaí e SC",Itália: Justiça investiga irmão de mafioso que agrediu jornalista,A Justi&ccedil;a da It&aacute;lia abriu uma investiga&ccedil;&atilde;o nesta quinta-feira (9) ap&oacute;s um rep&oacute;rter da televis&atilde;o p&uacute;blica i
506,Cientistas e astronauta pedalam na Transamazônica - Trip,No olho da floresta,Projeto Transamazônica +25 levou cientistas e um astronauta para pedalar mil quilômetros entre o Pará e o Amazonas
507,Disparos ferem participantes de Luau no Rio,Disparos ferem participantes de Luau no Rio,"Três pessoas que estavam em um luau na praia de São Conrado ficaram feridas após serem atingidas por disparos feitos de dentro de um carro, na..."
508, Extra Online | Notícias do Jornal Extra ,Página sem meta title,Página sem meta description
509,Feriado da Proclamação da República deve movimentar o turismo em Fortaleza - Negócios - Diário do Nordeste,Feriado da Proclamação da República deve movimentar o turismo em Fortaleza - Negócios - Diário do Nordeste,"A estimativa da rede hoteleira para o período é de 70% de ocupação, número número positivo uma vez que o feriado será na quarta-feira (15)"
510,"Morre, no Rio, Carmen Mayrink Veiga, aos 88 anos - Primeiro Plano - Home","Morre, no Rio, Carmen Mayrink Veiga, aos 88 anos","Morreu neste domingo, 3, a socialite Carmen Mayrink Veiga, aos 88 anos. Ela morreu em casa, no Rio de Janeiro. De família tradicional do interior de..."
511,Decretada prisão do irmão de Rigo Teles - Blog do Djalma Rodrigues,Decretada prisão do irmão de Rigo Teles - Blog do Djalma Rodrigues,"Os desembargadores Ângela Maria Salazar, Tayrone José Silva e José Luiz Oliveira de Almeida, que integram a 2ª Câmara Criminal do Tribunal de Justiça do Maranhão, determinaram a prisão do empresário Pedro Alberto Teles de Sousa. Pedro Teles é filho … Continue lendo →"
512,Cristina Kirchner nega acusação por lavagem de dinheiro | Mundo | G1,Cristina Kirchner nega acusação por lavagem de dinheiro,Justiça argentina suspeita de manobras de lavagem de dinheiro em empreendimento hoteleiro em Santa Cruz.
513,"Record Rio lança ""Verão da Marquinha"" | VOX NEWS - Publicidade On Line",Voxnews | Record Rio lança “Verão da Marquinha”,"  A equipe da Record TV Rio promove o concurso para eleger “A marquinha mais perfeita”. O concurso, cujas vai eleger, através de júri popular com votação na internet, a marquinha mais perfeita. Quem quiser se inscrever de acessar o portal … <a href="
514,403 Forbidden,Página sem meta title,Página sem meta description
515,"F5 - VocÃª viu? - Vinte anos depois, homem encontra carro perdido em estacionamento - 21/11/2017","Vinte anos depois, homem encontra carro perdido em estacionamento","Em 1997, um alemÃ£o de Frankfurt registrou o roubo de seu carro numa delegacia de polÃ­cia. O resultado das investigaÃ§Ãµes demorou, mas chegou. Agora, 20 anos depois, as autoridades encontraram o veÃ­culo. Mas descobriram que ele continuava estacionado no mesmo lugar onde foi deixado pelo dono,"
516, “O Governo e Belo Monte têm uma dívida impagável com a população do Xingu e de Altamira” | Brasil | EL PAÍS Brasil,“O Governo e Belo Monte têm uma dívida impagável com a população do Xingu e de Altamira”,Antônia Melo da Silva recebe o Prêmio Soros por defender os direitos de 30.000 indígenas desalojados pela construção de Belo Monte
517,Facebook planeja ferramenta para alertar usuários sobre propaganda russa - Tecnologia - Portal O Dia,Facebook planeja ferramenta para alertar usuários sobre propaganda russa - Tecnologia - Portal O Dia,"Em portal, a ser lançado neste ano, usuários poderão verificar se eles se envolveram com páginas relacionadas ao Kremlim durante a eleição presidencial nos EUA"
518,"Fãs fazem abaixo-assinado por lançamento da ""versão do diretor"" de 'Liga da Justiça' - Monet | Filmes","Fãs fazem abaixo-assinado por lançamento da ""versão do diretor"" de 'Liga da Justiça'",Refilmagens após a saída de Zack Snyder teriam mudado pelo menos 20% das cenas da produção
519,"Uma Thurman sobre assédio sexual em Hollywood: “quando eu estiver com menos ódio, eu falo” - Minha Série","Uma Thurman sobre assédio sexual em Hollywood: “quando eu estiver com menos ódio, eu falo”","Diversas atrizes de Hollywood têm se pronunciado nos últimos dias sobre casos de assédio sexual em Hollywood, levando a graves acusações contra figuras poderosas da indústria.Nesta semana, a atriz Paz de la Huerta revelou que foi estuprada duas vezes por Harvey Weinstein; acusação que pode ..."
520,"Multidão protesta na Argentina contra reforma trabalhista e previdenciária - Mundo - Jornal de Santa Catarina - Jornal de Santa Catarina: notícias de Blumenau, Vale do Itajaí e SC",Multidão protesta na Argentina contra reforma trabalhista e previdenciária,Milhares de argentinos se concentraram nesta quarta-feira em frente ao Congresso contra as reformas previdenci&aacute;ria e trabalhista promovidas pelo governo d
521,"Katy Perry volta ao Brasil em 2018 com a turnê ""Witness"" - GQ | Noticias","Katy Perry volta ao Brasil em 2018 com a turnê ""Witness""",Produtora confirma a volta da cantora ao país em março do próximo ano
522,"Violência cancela corrida de rua na comunidade do Caju ·
Notícia ·
Máquina do Esporte",Violência cancela corrida de rua na comunidade do Caju,Página sem meta description
523,"Luís Graça & Camaradas da Guiné: Guiné 61/74 - P18039: Ai, Dino, o que te fizeram!... Memórias de José Claudino da Silva, ex-1.º cabo cond auto, 3.ª CART / BART 6520/72 (Fulacunda, 1972/74) > Capºs 11 e 12: os primeiro dois mortos do batalhão, por acidente com dilagrama","Guiné 61/74 - P18039: Ai, Dino, o que te fizeram!... Memórias de José Claudino da Silva, ex-1.º cabo cond auto, 3.ª CART / BART 6520/72 (Fulacunda, 1972/74) > Capºs 11 e 12: os primeiro dois mortos do batalhão, por acidente com dilagrama","guerra colonial, Guiné-Bissau, lusofonia, memórias, ex-combatentes"
524,Uau! Miss Brasil 2013 posa de biquíni e ostenta barriga negativa - Quem | QUEM News,Uau! Miss Brasil 2013 posa de biquíni e ostenta barriga negativa,Jakelyne Oliveira fez bonito em clique divulgado no Instagram 
525,"No ar, a propaganda enganosa do trabalho intermitente: é escravidão - Viomundo - O que você não vê na mídia","No ar, a propaganda enganosa do trabalho intermitente: é escravidão - Viomundo - O que você não vê na mídia",Para deleite dos coxinhas
526,Deputados de SC mudam voto contra Temer de olho nas eleições de 2018 - Diário Catarinense,Deputados de SC mudam voto contra Temer de olho nas eleições de 2018,Dois deputados federais de Santa Catarina surpreenderam os meios políticos na votação da denúncia da Procuradoria da República contra o presidente Michel Temer
527,"
Dynavision II - 1989 - Propagandas Históricas | Propagandas Antigas | História da Publicidade
",Dynavision II - 1989,Campanha do vídeo-game Dynavision II que era compatível com o Nintendo 8 bits
528,"Fotos de Cruzeiro x Atlético-PR, no Mineirão - Superesportes","Fotos de Cruzeiro x Atlético-PR, no Mineirão",Crédito: Gladyston Rodrigues/EM D.A Press
529,"
My happy kids : It´s Xmas time
",It´s Xmas time,
530,Criminosos armados com fuzil assaltam vigilantes de empresa de escolta | Sorocaba e Jundiaí | G1,Criminosos armados com fuzil assaltam vigilantes de empresa de escolta,"Vítimas relataram à polícia que foram abordadas pelos ladrões em galpão de Itupeva. Assaltantes fugiram com celulares, revólveres, espingarda e colete à prova de balas."
531,Posto da Guarda Municipal de Eusébio é alvo de tiros na madrugada desta quinta-feira (30) - Polícia - Diário do Nordeste,Posto da Guarda Municipal de Eusébio é alvo de tiros na madrugada desta quinta-feira (30) - Polícia - Diário do Nordeste,"Últimas notícias de futebol, esportes, política, economia, concursos, classificados, empregos, cinema, trânsito em Fortaleza e no Ceará é no Diário do Nordeste. Notícias atualizadas, matérias, reportagens, entrevistas, vídeos e fotos de Fortaleza, Ceará, Nordeste, Brasil e Mundo"
532,DIFUNDIR - Release: Scooters SH 150i e SH 300i com condições especiais na Cabral Motor Honda,Página sem meta title,Página sem meta description
533,Bahia Notícias / Notícia / Lei municipal inclui homossexuais em união estável nos programas de habitação popular - 04/12/2017,Lei municipal inclui homossexuais em união estável nos programas de habitação popular,Uma lei municipal inclui homossexuais em união estável como beneficiários do direito de se inscrever em programas de habitação popular. O projeto de autoria do verea
534,"Príncipe Charles da Inglaterra começa viagem pela Ásia em Cingapura - Mundo - Jornal de Santa Catarina - Jornal de Santa Catarina: notícias de Blumenau, Vale do Itajaí e SC",Príncipe Charles da Inglaterra começa viagem pela Ásia em Cingapura,"O pr&iacute;ncipe Charles da Inglaterra e sua esposa, Camila, chegaram nesta segunda-feira (30) a Cingapura, primeira escala de uma viagem pela &Aacute;sia em qu"
535,Senado retira propostas anti-Uber e projeto agora retorna para a Câmara - 31/10/2017 - Cotidiano - Folha de S.Paulo ,Senado retira propostas anti-Uber e projeto agora retorna para a Câmara,O plenário do Senado flexibilizou nesta terça-feira (31) o projeto regulamentador que aproxima as exigências feitas a aplicativos como Uber e seus similares aos táxis.
536," Gwyneth Paltrow está noiva de Brad Falchuck, um dos criadores de 'Glee' ","Gwyneth Paltrow está noiva de Brad Falchuck, um dos criadores de 'Glee'","Pouco mais de um ano após o fim do divórcio com o vocalista do 'Coldplay' Chris Martin, Gwyneth Paltrow, de 48 anos, está noiva novamente. Segundo a revista..."
537,"Em audiência, servidores propõem que governo recue de reforma da previdência - Capital - Campo Grande News","Em audiência, servidores propõem que governo recue de reforma da previdência","Durante a audiência que discutiu reforma da previdência estadual nesta terça-feira (14), no auditório da Fetems (Federação dos Trabalhadores em Educação de Mato Grosso do Sul), servidores sugeriram que uma CPI seja instaurada caso o projeto não seja retirado pelo Governo do Estado. Cerca de 700 servidores estiveram no local ao longo do evento.
A reforma da previdência proposta pelo governo aumenta..."
538,Petrobras diz que variação dos combustíveis é resultado de aumento de tributos - Economia - Campo Grande News,Petrobras diz que variação dos combustíveis é resultado de aumento de tributos,"O presidente da Petrobras, Pedro Parente, afirmou que entre 15 de outubro de 2016 a 31 de outubro de 2017, a variação de preços dos combustíveis derivada da ação da política da empresa ficou em 1,4% neste período. No entanto, se for levada em consideração a alteração dos tributos, o percentual de variação do preço da gasolina sobe para 22,1%.
“Acho importante trazer este dado para mostrar que, re..."
539,"Super promoção para Santa Catarina! Voos a partir de R$317 ida e volta, taxas inclusas!","Super promoção para Santa Catarina! Voos a partir de R$317 ida e volta, taxas inclusas!","O alerta de promoção imperdível, tocou! Ontem(25), listamos passagens aéreas para Salvador e outros destinos da Bahia, a partir de R$299 ida e volta com to"
540,editorial: À espera da Alemanha - 01/12/2017 - Opinião - Folha de S.Paulo ,editorial: À espera da Alemanha,"De saída, era evidente que a vitória de Angela Merkel nas eleições parlamentares da Alemanha se fazia acompanhar de reveses, entre eles a perda de cadeiras de sua base e a concomitante ascensão da direita ultranacionalista."
541,Oficina oferece aulas gratuitas de bateria para garotas,Oficina oferece aulas gratuitas de bateria para garotas,"Hey, mulherada! Preparem as baquetas, pois no domingo, dia 3 de dezembro, vai ter mulher na bateria sim!"
542,Comissão aprova PEC que inclui internet entre os direitos fundamentais do cidadão - InfoMoney,Comissão aprova PEC que inclui internet entre os direitos fundamentais do cidadão,"Alguns deputados acham a proposta ""um exagero"""
543,Paulo Rocha defende novo modelo de desenvolvimento para o Pará — Senado Notícias,Paulo Rocha defende novo modelo de desenvolvimento para o Pará,"O senador Paulo Rocha (PT-PA) propôs nesta terça-feira (14), em discurso no Plenário, um novo modelo de desenvolvimento para o seu estado, que combine preservação com incentivo à produção. Segundo Rocha, o Pará adota há décadas um modelo pautado apenas em grandes projetos, o que não agrega valor nem ajuda na distribuição de renda."
544,"Em lançamento de programa, Temer diz que muitos se surpreenderão com seu governo | Agência Brasil - Últimas notícias do Brasil e do mundo","Em lançamento de programa, Temer diz que muitos se surpreenderão com seu governo","Nesta quinta-feira (9), durante o lançamento do Programa Avançar, que pretende retomar obras paradas nos últimos anos no país, o presidente Michel Temer disse que muitos vão se surpreender com seu governo. Sem citar nomes, o presidente criticou aqueles que “pregam a paralisação do governo” e afirmou que fará “muito mais”."
545,Coroatá de Verdade: Prefeito Luis da Amovelar Filho é recebido pelo secretário Neto Evangelista que garante obras e serviços para Coroatá,Prefeito Luis da Amovelar Filho é recebido pelo secretário Neto Evangelista que garante obras e serviços para Coroatá,"    O prefeito Luis da Amovelar Filho, esteve na tarde de ontem (25), na Secretaria de Desenvolvimento Social que é comandada pelo deputado ..."
546,José Nêumanne: Circo dos horrores no Planalto Central | VEJA.com,José Nêumanne: Circo dos horrores no Planalto Central | Augusto Nunes,O cara do Cunha assumirá o posto para evitar a derrota anunciada da reforma da Previdência
547,Banco Mundial propõe cobrança de mensalidade em universidades públicas brasileiras  |  CSP-Conlutas,,
548,"Schützenfest, a festa dos atiradores, começa nesta quinta-feira, em Jaraguá do Sul - Jornal de Santa Catarina: notícias de Blumenau, Vale do Itajaí e SC","Schützenfest, a festa dos atiradores, começa nesta quinta-feira, em Jaraguá do Sul",Organizadores do evento esperam pela passagem de 85 mil visitantes nos pavilhões do Parque Municipal até o dia 19 de novembro 
549,Abrint volta a pedir que dinheiro dos TACs vá para fundo garantidor - TeleSíntese,Abrint volta a pedir que dinheiro dos TACs vá para fundo garantidor,"Para a Abrint, fundo é essencial para facilitar a expansão de redes de provedores regionais pelo país."
550,Ataque foi ordenado  de dentro de presídio  - Polícia - Diário do Nordeste,Ataque foi ordenado  de dentro de presídio  - Polícia - Diário do Nordeste,Três adolescentes que teriam participado do incêndio contra o coletivo foram apreendidos
551,Marcelo Odebrecht diz que autorizou repasse de R$ 3 milhões a Bendine | Política: Diario de Pernambuco,Marcelo Odebrecht diz que autorizou repasse de R$ 3 milhões a Bendine,Odebrecht foi interrogado pelo magistrado na ação penal em que Bendine e ele são acusados do crime de corrupção
552,JM Cunha Santos: Casa de Apoio Ninar inicia atendimento a crianças com Down e suas famílias,Casa de Apoio Ninar inicia atendimento a crianças com Down e suas famílias,"        Aprendizado, cuidado, superação, esperança e amor. Estas foram algumas das palavras usadas por familiares de 13 crianças com Down de..."
553,Grupos artísticos participam de apresentações na CasaCor 2017 | Ensinando e Aprendendo | G1,Grupos artísticos participam de apresentações na CasaCor 2017 ,"Promovidos pela Fundação Edson Queiroz, os concertos de diferentes estilos musicais acontecem durante o mês de novembro. "
554,"Após controvérsia, Parada do Orgulho LGBTI no Rio toma orla de Copacabana - Primeiro Plano - Home","Após controvérsia, Parada do Orgulho LGBTI no Rio toma orla de Copacabana","Foi realizado na tarde deste domingo, 19, a 22ª Parada do Orgulho LGBTI do Rio de Janeiro, na orla da Copacabana, na zona sul da cidade. Tradicional,..."
555,"Após saída de ministro, um cargo em Cidades continua ‘intocável’ | VEJA.com","Após saída de ministro, um cargo em Cidades continua ‘intocável’ | Radar",O secretário nacional de Saneamento Ambiental é muito próximo de Michel Temer
556,"
Astronautas recebem pizza e sorvete em Estação Espacial - Jornal O Globo
",Astronautas recebem pizza e sorvete em Estação Espacial,Produtos foram enviados para comemoração de Dia de Ação de Graças e Natal
557,"""Eu simplesmente não recomendaria Bitcoin para um investidor"", afirma estrategista-chefe de banco alemão - InfoMoney","""Eu simplesmente não recomendaria Bitcoin para um investidor"", afirma estrategista-chefe de banco alemão","Alta volatilidade e escassa regulação são as justificativas de Ulrich Stephan
"
558, Taís Araújo chega aos 39 anos mais bonita que nunca; Reveja cliques da musa ,Taís Araújo chega aos 39 anos mais bonita que nunca; Reveja cliques da musa,"Nessa sábado (25), a atriz Taís Araújo chega aos 39 anos mais bonita do que nunca. Casada com o ator Lázaro Ramos e mãe dos pequenos João Vicente e Maria..."
559,"Fabricação de telhas e tijolos a partir de rejeitos sólidos de mineração não é tão simples, dizem especialistas",Página sem meta title,Página sem meta description
560,Senado brasileiro aprova regulamentação do Uber e similares – Código Fonte,Senado brasileiro aprova regulamentação do Uber e similares,"Por 46 votos a 10 o Projeto de Lei 28/2017 que regulamenta o funcionamento de serviços de transporte por aplicativos no Brasil foi aprovado no Senado Federal na votação que aconteceu nessa terça-feira. Entretanto, depois de muita polêmica, três emendas de última hora alteraram o texto original do projeto para atender às demandas dos usuários…"
561,10 dúvidas (com respostas) sobre a Primeira Liga e o impacto do torneio - Futebol - UOL Esporte,10 dúvidas (com respostas) sobre a Primeira Liga e o impacto do torneio - Futebol - UOL Esporte,A temporada do futebol brasileiro deveria começar nesta quarta-feira (27) com a rodada inicial da Primeira Liga. Não se assuste. O tempo verbal é este mesm...
562,'Tô na Praça' promove interação na Parangaba  - Cidade - Diário do Nordeste,'Tô na Praça' promove interação na Parangaba  - Cidade - Diário do Nordeste,"Últimas e principais notícias sobre trânsito, saúde,segurança, bairros e administração pública na cidade de Fortaleza e Região Metropolitana, leia aqui"
